"movie","chapter","character","dialog"
"Harry Potter and the Deathly Hallows Part 1","Lighting the Way Back","Harry Potter","Keep talking 'bout that little ball of light touching your heart -- she'll come round."
"Harry Potter and the Deathly Hallows Part 1","Lighting the Way Back","Ron Weasley","It was true.  Every word."
"Harry Potter and the Deathly Hallows Part 1","Lighting the Way Back","Ron Weasley","Bloody hell.  I just realized. You need a wand, right?"
"Harry Potter and the Deathly Hallows Part 1","Lighting the Way Back","Harry Potter","Yeah..."
"Harry Potter and the Deathly Hallows Part 1","Lighting the Way Back","Ron Weasley","Well, I've got one.  Here.  It's Blackthorn, ten inches, nothing special, but I reckon it'll do.  I took it off a Snatcher a few weeks back."
"Harry Potter and the Deathly Hallows Part 1","Lighting the Way Back","Ron Weasley","Don't tell Hermione, but they're a bit dim, Snatchers.  This one was definitely part Troll.  The smell off him..."
"Harry Potter and the Deathly Hallows Part 1","Lighting the Way Back","Harry Potter","Engorgio."
"Harry Potter and the Deathly Hallows Part 1","Lighting the Way Back","Ron Weasley","Wo."
"Harry Potter and the Deathly Hallows Part 1","Lighting the Way Back","Harry Potter","Reducio!"
"Harry Potter and the Deathly Hallows Part 1","Lighting the Way Back","Hermione Granger","What's going on in there?"
"Harry Potter and the Deathly Hallows Part 1","Lighting the Way Back","Harry Potter","Nothing."
"Harry Potter and the Deathly Hallows Part 1","Lighting the Way Back","Ron Weasley","Nothing."
"Harry Potter and the Deathly Hallows Part 1","Lighting the Way Back","Ron Weasley","Maybe a bit more practice, eh?"
"Harry Potter and the Deathly Hallows Part 1","Lighting the Way Back","Hermione Granger","We need to talk."
"Harry Potter and the Deathly Hallows Part 1","Lighting the Way Back","Ron Weasley","All right."
"Harry Potter and the Deathly Hallows Part 1","Lighting the Way Back","Hermione Granger","I want to go and see Xenophilius Lovegood."
"Harry Potter and the Deathly Hallows Part 1","Lighting the Way Back","Harry Potter","Sorry?"
"Harry Potter and the Deathly Hallows Part 1","Lighting the Way Back","Hermione Granger","See this?  It's a letter Dumbledore wrote to Grindelwald. Look at the signature.  It's the mark again."
"Harry Potter and the Deathly Hallows Part 1","Lighting the Way Back","Hermione Granger","It keeps cropping up.  Here.  In Beedle the Bard.  In the graveyard in Godric's Hollow -- what?"
"Harry Potter and the Deathly Hallows Part 1","Lighting the Way Back","Harry Potter","Jesus.  It was there too."
"Harry Potter and the Deathly Hallows Part 1","Lighting the Way Back","Hermione Granger","Where?"
"Harry Potter and the Deathly Hallows Part 1","Lighting the Way Back","Harry Potter","Outside Gregorovitch's wand shop. on the alley wall..."
"Harry Potter and the Deathly Hallows Part 1","Lighting the Way Back","Ron Weasley","But what does it mean?"
"Harry Potter and the Deathly Hallows Part 1","Lighting the Way Back","Hermione Granger","Harry, you don't have a clue where the next Horcrux is.  And neither do I.  But this, this means something.  I'm sure of it."
"Harry Potter and the Deathly Hallows Part 1","Lighting the Way Back","Ron Weasley","I think Hermione's right.  I think we ought to go and see Lovegood. What say we vote on it?  Those in favor..."
"Harry Potter and the Deathly Hallows Part 1","Lighting the Way Back","Ron Weasley","Sorry, Harry.  Looks like it's Hermione and me this time."
"Harry Potter and the Deathly Hallows Part 1","Lighting the Way Back","Harry Potter","Not still mad at him, are you?"
"Harry Potter and the Deathly Hallows Part 1","Lighting the Way Back","Hermione Granger","I'm always mad at him."
"Harry Potter and the Deathly Hallows Part 1","The Three Brothers","Ron Weasley","Luna?"
"Harry Potter and the Deathly Hallows Part 1","The Three Brothers","Harry Potter","Luna."
"Harry Potter and the Deathly Hallows Part 1","The Three Brothers","Hermione Granger","Luna."
"Harry Potter and the Deathly Hallows Part 1","The Three Brothers","Ron Weasley","Keep off the dirigible plums."
"Harry Potter and the Deathly Hallows Part 1","The Three Brothers","Xenophilius Lovegood","What is it? Who are you? What do you want --"
"Harry Potter and the Deathly Hallows Part 1","The Three Brothers","Harry Potter","Hello, Mr. Lovegood.  I'm Harry Potter.  We met a few months back?"
"Harry Potter and the Deathly Hallows Part 1","The Three Brothers","Harry Potter","Would it be okay if we came in? It won't take long, sir.  I promise."
"Harry Potter and the Deathly Hallows Part 1","The Three Brothers","Xenophilius Lovegood","Excuse me."
"Harry Potter and the Deathly Hallows Part 1","The Three Brothers","Xenophilius Lovegood","So.  What brings you here, Mr. Potter?"
"Harry Potter and the Deathly Hallows Part 1","The Three Brothers","Harry Potter","Well, sir, we need some help."
"Harry Potter and the Deathly Hallows Part 1","The Three Brothers","Xenophilius Lovegood","Ah.  Help.  I see.  Yes, well, the thing is, helping Harry Potter, rather dangerous these days..."
"Harry Potter and the Deathly Hallows Part 1","The Three Brothers","Ron Weasley","Aren't you the one who keeps telling everyone it's their first duty to help Harry?"
"Harry Potter and the Deathly Hallows Part 1","The Three Brothers","Xenophilius Lovegood","I have expressed that view, yes. In the past.  Would you excuse me one moment.  I shall return shortly and, um, try to help you..."
"Harry Potter and the Deathly Hallows Part 1","The Three Brothers","Harry Potter","What's going on here?"
"Harry Potter and the Deathly Hallows Part 1","The Three Brothers","Ron Weasley","He's mental.  Let's face it. Luna's always good value, but she's nutty as squirrel poo."
"Harry Potter and the Deathly Hallows Part 1","The Three Brothers","Hermione Granger","Do you see that?"
"Harry Potter and the Deathly Hallows Part 1","The Three Brothers","Ron Weasley","Well, yeah, of course.  It's massive, isn't it?"
"Harry Potter and the Deathly Hallows Part 1","The Three Brothers","Hermione Granger","No!  Don't go near it!"
"Harry Potter and the Deathly Hallows Part 1","The Three Brothers","Hermione Granger","It's an Erumpent horn.  It's a Class B Tradeable Material."
"Harry Potter and the Deathly Hallows Part 1","The Three Brothers","Ron Weasley","Yeah, all right..."
"Harry Potter and the Deathly Hallows Part 1","The Three Brothers","Xenophilius Lovegood","May I offer you all an infusion of Gurdyroots? We make it ourselves."
"Harry Potter and the Deathly Hallows Part 1","The Three Brothers","Hermione Granger","Where is Luna, sir?"
"Harry Potter and the Deathly Hallows Part 1","The Three Brothers","Xenophilius Lovegood","Luna?  Oh, um, she'll be along. Now how can I help you, Mr. Potter?"
"Harry Potter and the Deathly Hallows Part 1","The Three Brothers","Harry Potter","Well, sir, it's about something you were wearing around your neck at the wedding.  A symbol..."
"Harry Potter and the Deathly Hallows Part 1","The Three Brothers","Xenophilius Lovegood","You mean this?"
"Harry Potter and the Deathly Hallows Part 1","The Three Brothers","Harry Potter","Yes!  Exactly.  What we wondered, sir, is, well, what is it?"
"Harry Potter and the Deathly Hallows Part 1","The Three Brothers","Xenophilius Lovegood","What is it?  Well, it's the sign of the Deathly Hallows, of course."
"Harry Potter and the Deathly Hallows Part 1","The Three Brothers","Harry Potter","The what?"
"Harry Potter and the Deathly Hallows Part 1","The Three Brothers","Ron Weasley","The what?"
"Harry Potter and the Deathly Hallows Part 1","The Three Brothers","Hermione Granger","The what?"
"Harry Potter and the Deathly Hallows Part 1","The Three Brothers","Xenophilius Lovegood","The Deathly Hallows.  I assume you're all familiar with 'The Tale of the Three Brothers?'"
"Harry Potter and the Deathly Hallows Part 1","The Three Brothers","Hermione Granger","Yes."
"Harry Potter and the Deathly Hallows Part 1","The Three Brothers","Ron Weasley","Yes."
"Harry Potter and the Deathly Hallows Part 1","The Three Brothers","Harry Potter","No."
"Harry Potter and the Deathly Hallows Part 1","The Three Brothers","Hermione Granger","It's in here."
"Harry Potter and the Deathly Hallows Part 1","The Three Brothers","Xenophilius Lovegood","Well, there's no real reason to go on unless one is familiar with the tale.  Why don't you read it aloud, Miss...?"
"Harry Potter and the Deathly Hallows Part 1","The Three Brothers","Hermione Granger","Granger.  Well... all right. There were once three brothers who were traveling along a lonely, winding road at twilight --"
"Harry Potter and the Deathly Hallows Part 1","The Three Brothers","Ron Weasley","Midnight.  Mum always said midnight. But twilight's fine.  Better actually."
"Harry Potter and the Deathly Hallows Part 1","The Three Brothers","Hermione Granger","In time, the brothers reached a river too treacherous to pass..."
"Harry Potter and the Deathly Hallows Part 1","The Three Brothers","Xenophilius Lovegood","Well, there you are.  Those are the Deathly Hallows."
"Harry Potter and the Deathly Hallows Part 1","The Three Brothers","Harry Potter","Sorry... I still don't really understand..."
"Harry Potter and the Deathly Hallows Part 1","The Three Brothers","Xenophilius Lovegood","The Elder Wand..."
"Harry Potter and the Deathly Hallows Part 1","The Three Brothers","Xenophilius Lovegood","The Resurrection Stone..."
"Harry Potter and the Deathly Hallows Part 1","The Three Brothers","Xenophilius Lovegood","... then encloses both in a TRIANGLE. The Cloak of Invisibility. Together... they make the Deathly Hallows.  Together... they make one master of Death."
"Harry Potter and the Deathly Hallows Part 1","The Three Brothers","Hermione Granger","Mr. Lovegood, does the Peverell family have anything to do with the Deathly Hallows?"
"Harry Potter and the Deathly Hallows Part 1","The Three Brothers","Xenophilius Lovegood","Ignotus and his brothers Cadmus and Antioch are thought to be the original owners of the Hallows and therefore the inspiration for the story."
"Harry Potter and the Deathly Hallows Part 1","The Three Brothers","Xenophilius Lovegood","Ah, but your tea's grown cold. Excuse me, I'll be right back."
"Harry Potter and the Deathly Hallows Part 1","The Deathly Hallows","Ron Weasley","Let's get out of here once he's back.  I'm not touching this stuff, hot or cold."
"Harry Potter and the Deathly Hallows Part 1","The Deathly Hallows","Harry Potter","Which one would you choose if you could?  Of the Deathly Hallows?"
"Harry Potter and the Deathly Hallows Part 1","The Deathly Hallows","Hermione Granger","It's obvious, isn't it?"
"Harry Potter and the Deathly Hallows Part 1","The Deathly Hallows","Ron Weasley","The Wand."
"Harry Potter and the Deathly Hallows Part 1","The Deathly Hallows","Hermione Granger","The Cloak."
"Harry Potter and the Deathly Hallows Part 1","The Deathly Hallows","Harry Potter","The Stone."
"Harry Potter and the Deathly Hallows Part 1","The Deathly Hallows","Ron Weasley","You're supposed to say the Cloak, but who wants to spend all day being invisible.  Dead boring if you ask me.  But an unbeatable wand!"
"Harry Potter and the Deathly Hallows Part 1","The Deathly Hallows","Hermione Granger","Its owner grew drunk with power and was murdered."
"Harry Potter and the Deathly Hallows Part 1","The Deathly Hallows","Ron Weasley","Yeah, but imagine what a short wicked life you'd lead."
"Harry Potter and the Deathly Hallows Part 1","The Deathly Hallows","Hermione Granger","Why the Stone, Harry?"
"Harry Potter and the Deathly Hallows Part 1","The Deathly Hallows","Harry Potter","Well, you could bring people back, couldn't you?  Mad-Eye. Dumbledore.  Sirius.  Anybody."
"Harry Potter and the Deathly Hallows Part 1","The Deathly Hallows","Hermione Granger","But according to the story they don't want to come back.  It's all rubbish anyway.  There's no such thing as the Deathly Hallows."
"Harry Potter and the Deathly Hallows Part 1","The Deathly Hallows","Harry Potter","But I have one.  The Invisibility Cloak my father left me."
"Harry Potter and the Deathly Hallows Part 1","The Deathly Hallows","Hermione Granger","There have always been Cloaks --"
"Harry Potter and the Deathly Hallows Part 1","The Deathly Hallows","Ron Weasley","Not like Harry's.  I've seen a fair few.  Dad used to bring home the ones the Ministry confiscated from petty thieves and the like. They always got holes or tears. Harry's is different.  It's perfect."
"Harry Potter and the Deathly Hallows Part 1","The Deathly Hallows","Harry Potter","And I think I've actually held the Resurrection Stone in my hands, that night in Dumbledore's office when he showed me the ring he'd destroyed, the Horcrux.  It had a symbol on it.  Now I think it was the mark of the Hallows."
"Harry Potter and the Deathly Hallows Part 1","The Deathly Hallows","Hermione Granger","Mr. Lovegood.  Thank you, sir --"
"Harry Potter and the Deathly Hallows Part 1","The Deathly Hallows","Ron Weasley","You forgot the water."
